001,003,005,020,040,090,092,100,245,264,300,520,590,920,923,LDR
\\,\\,\\,\\$a030759338X,\\$aMePoLT $cMePoLT $erda,\4$aNA281 .C66,\4$a726.120809385,"1\$aConnelly, Joan Breton.",10$aThe Parthenon Enigma.,"\1$aKnopf (2014), Edition $b 1st, 512 pages, $c2014.",\\$a512  p.,\\$aThe Parthenon Enigma by Joan Breton Connelly (2014),,,\\$aYour library,00477     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aLB1778.2 .G73 2008,\4$a378.1,"1\$aGray, Paul.",10$aWhat They Didn't Teach You in Graduate School: 199 Helpful Hints for Success in Your Academic Career.,"\1$aSterling, Virginia $b Stylus",,\\$aWhat They Didn't Teach You in Graduate School: 199 Helpful Hints for Success in Your Academic Career by Paul Gray (2008),,,\\$aYour library,00545     2200157 i 4500
\\,\\,\\,\\$a9780292779921,\\$aMePoLT $cMePoLT $erda,\4$aKJA3397 .G38,\4$a345.37,"1\$aGaughan, Judy E.",10$aMurder Was Not a Crime: Homicide and Power in the Roman Republic (Ashley and Peter Larkin Series in Greek and Roman Culture).,"\1$aUniversity of Texas Press (2009), Edition $b 1, 214 pages, $c2009.",\\$a214  p.,\\$aMurder Was Not a Crime: Homicide and Power in the Roman Republic (Ashley and Peter Larkin Series in Greek and Roman Culture) by Judy E. Gaughan (2009),,,\\$aYour library,00690     2200181 i 4500
\\,\\,\\,\\$a099546121X,\\$aMePoLT $cMePoLT $erda,\4$aPA 3043 .A53 2018,\4$a888.0009,"1\$aCairns, Francis.",10$aAncient Biography: Identity through Live.,,\\$a310  p.,\\$aAncient Biography: Identity through Live by Francis Cairns (2018),,,\\$aYour library,00444     2200169 i 4500
\\,\\,\\,\\$a9004372903,\\$aMePoLT $cMePoLT $erda,\4$aPQ 9055 .P67 2019,\4$a869.09351,"1\$aPoci©ła, Andr©♭s.",10$aPortraits of Medea in Portugal during the 20th and 21st Centuries.,"\1$aLeiden/Boston $b Brill, 2018.",\\$a314  p.,\\$aPortraits of Medea in Portugal during the 20th and 21st Centuries by Andr©♭s Poci©ła (2018),,,\\$aYour library,00542     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,,,"1\$aDeger-Jalkotzy, Sigrid.","10$aDas Mykenische Griechenland: Geschichte, Kultur, Statten.",,,"\\$aDas Mykenische Griechenland: Geschichte, Kultur, Statten by Sigrid Deger-Jalkotzy (?)",,,\\$aYour library,00377     2200121 i 4500
\\,\\,\\,\\$a9781107000926,\\$aMePoLT $cMePoLT $erda,\4$aKJA1216.E5 2018,\4$a340.5/4,"1\$aMiller, David.",10$aThe novels of Justinian : a complete annotated English translation.,"\1$aCambridge, United Kingdom ; New York, NY, USA  $b Cambridge University Press, 2018.",,\\$aThe novels of Justinian : a complete annotated English translation by David Miller (2018),,,\\$aYour library,00567     2200169 i 4500
\\,\\,\\,\\$a9004139850,\\$aMePoLT $cMePoLT $erda,\4$aPA 6519 .F9 G74 2004,\4$a871/.01,"1\$aGreen, Steven J.","10$aOvid, Fasti 1: A Commentary.","\1$aLeiden/Boston $b Brill, 2004.",\\$axii; 365  p.,"\\$aOvid, Fasti 1: A Commentary by Steven J. Green (2004)",,,\\$aYour library,00471     2200181 i 4500
\\,\\,\\,\\$a9783110447552,\\$aMePoLT $cMePoLT $erda,\4$aDE8.S36 2018,\4$a938.0072022,"1\$aSchorn, Stefan.",10$aStudien zur hellenistischen Biographie und Historiographie.,"\1$aBerlin ; Boston  $b De Gruyter, [2018].",\\$axiv; 509  p.,\\$aStudien zur hellenistischen Biographie und Historiographie by Stefan Schorn (2018),,,\\$aYour library,00539     2200181 i 4500
\\,\\,\\,\\$a0472113399,\\$aMePoLT $cMePoLT $erda,\4$aHV3024.G8R67 2003,\4$a362.4/0938,"1\$aRose, Martha L.",10$aThe staff of Oedipus : transforming disability in ancient Greece.,"\1$aAnn Arbor  $b The University of Michigan Press, c2003.",\\$aix; 154  p.,\\$aThe staff of Oedipus : transforming disability in ancient Greece by Martha L. Rose (2003),,,\\$aYour library,00567     2200181 i 4500
\\,\\,\\,\\$a9781438469270,\\$aMePoLT $cMePoLT $erda,\4$aB395.A455 2018,\4$a184,"1\$aAhbel-Rappe, Sara.",10$aSocratic ignorance and Platonic knowledge in the Dialogues of Plato.,"\1$aAlbany, NY  $b State University of New York, 2018.",,\\$aSocratic ignorance and Platonic knowledge in the Dialogues of Plato by Sara Ahbel-Rappe (2018),,,\\$aYour library,00539     2200169 i 4500
\\,\\,\\,\\$a311048868X,\\$aMePoLT $cMePoLT $erda,\4$aPA 3950 .L7C35 2016,\4$a330.9,1\$aDemosthenes.,"10$aDemostene, ""Contro Leptine"" : introduzione, traduzione e commento storico.",,\\$aix; 529  p.,"\\$aDemostene, ""Contro Leptine"" : introduzione, traduzione e commento storico by Demosthenes (2016)",,,\\$aYour library,00506     2200169 i 4500
\\,\\,\\,\\$a3110517728,\\$aMePoLT $cMePoLT $erda,\4$aPA 6685 .S523 2017,\4$a480,"1\$aSklen©Ł¿, Robert John.",10$aPlant of a Strange Vine:  ́ðOratio Corrupta ́£ and the Poetics of Senecan Tragedy.,"\1$aBerlin/Boston $b de Gruyter, 2017.",\\$a98  p.,\\$aPlant of a Strange Vine:  ́ðOratio Corrupta ́£ and the Poetics of Senecan Tragedy by Robert John Sklen©Ł¿ (2017),,,\\$aYour library,00585     2200181 i 4500
\\,\\,\\,\\$a9783110447552,\\$aMePoLT $cMePoLT $erda,\4$aDE8.S36 2018,\4$a938.0072022,"1\$aSchorn, Stefan.",10$aStudien zur hellenistischen Biographie und Historiographie.,"\1$aBerlin ; Boston  $b De Gruyter, [2018].",\\$axiv; 509  p.,\\$aStudien zur hellenistischen Biographie und Historiographie by Stefan Schorn (2018),,,\\$aYour library,00539     2200181 i 4500
\\,\\,\\,\\$a9783110610116,\\$aMePoLT $cMePoLT $erda,\4$aPA3003.A58,\4$a480,,00$aAntike Erz&auml;hl- und Deutungsmuster : zwischen Exemplarit&auml;t und Transformation : Festschrift f&uuml;r Christiane Reitz zum 65. Geburtstag.,"\1$aBerlin  $b De Gruyter, [2018].",\\$axxxvii; 693  p.,\\$aAntike Erz&auml;hl- und Deutungsmuster : zwischen Exemplarit&auml;t und Transformation : Festschrift f&uuml;r Christiane Reitz zum 65. Geburtstag (2018),,,\\$aYour library,00648     2200169 i 4500
\\,\\,\\,\\$a9783110524024,\\$aMePoLT $cMePoLT $erda,\4$aPA 6411 .H5957 2017,\4$a874/.01,"1\$aSt©œckinger, Martin.","10$aHorace and Seneca: Interactions, Intertexts, Interpretations.","\1$aBerlin/Boston $b De Gruyter, 2017.",\\$aviii; 437  p.,"\\$aHorace and Seneca: Interactions, Intertexts, Interpretations by Martin St©œckinger (2017)",,,\\$aYour library,00552     2200181 i 4500
\\,\\,\\,\\$a9783110488722,\\$aMePoLT $cMePoLT $erda,\4$aB72.P455,\4$a930,"1\$aM&uuml;ller, Gernot Michael.","10$aPhilosophie in Rom - R&ouml;mische Philosophie? : kultur-, literatur- und philosophiegeschichtliche Perspektiven.",,\\$aVII; 531  p.,"\\$aPhilosophie in Rom - R&ouml;mische Philosophie? : kultur-, literatur- und philosophiegeschichtliche Perspektiven by Gernot Michael M&uuml;ller (2018)",,,\\$aYour library,00606     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6481 .L6 1904 V.1,\4$a871,"1\$aLucilius, Gaius.",10$aC. Lucilii Carminum Reliquiae.,"\1$aLeipzig $b Teubner, 1904.",,\\$aC. Lucilii Carminum Reliquiae by Gaius Lucilius (1904),,,\\$aYour library,00410     2200157 i 4500
\\,\\,\\,\\$a9783110646511,\\$aMePoLT $cMePoLT $erda,\4$aPN 6122 .S393,\4$a808.85,"1\$aSchwameis, Christoph.","10$aCicero, de Praetura Siciliensi (verr. 2,2): Einleitung und Kommentar.","\1$aBoston, MA $b De Gruyter, 2019.",,"\\$aCicero, de Praetura Siciliensi (verr. 2,2): Einleitung und Kommentar by Christoph Schwameis (2019)",,,\\$aYour library,00530     2200169 i 4500
\\,\\,\\,\\$a9783110650044,\\$aMePoLT $cMePoLT $erda,\4$aPA 4037.L697 2019,\4$a883.01,"1\$aLucarini, Carlo M.",10$aLa Genesi dei poemi Omerici.,"\1$aBerlin $b De Gruyter, 2019.",,\\$aLa Genesi dei poemi Omerici by Carlo M. Lucarini (2019),,,\\$aYour library,00443     2200169 i 4500
\\,\\,\\,\\$a3820499334,\\$aMePoLT $cMePoLT $erda,\4$aPA6139.P5C37 1988,\4$a187/.0937,"1\$aCastner, Catherine J.",10$aProsopography of Roman Epicureans from the second century B.C. to the second century A.D..,"\1$aFrankfurt am Main $b Peter Lang, 1988.",\\$axix; 116  p.,\\$aProsopography of Roman Epicureans from the second century B.C. to the second century A.D. by Catherine J. Castner (1988),,,\\$aYour library,00613     2200181 i 4500
\\,\\,\\,\\$a0226284247,\\$aMePoLT $cMePoLT $erda,\4$aPN 173 .G37 1994,\4$a808.2,"1\$aGarver, Eugene.",10$aAristotle's Rhetoric: An Art of Character.,"\1$aChicago $b University of Chicago Press, 1994.",\\$axii; 325  p.,\\$aAristotle's Rhetoric: An Art of Character by Eugene Garver (1994),,,\\$aYour library,00506     2200181 i 4500
\\,\\,\\,\\$a9783774940802,\\$aMePoLT $cMePoLT $erda,\4$aDG 59 .N7Z56 2017,,"1\$aZimmermann, Markus.",10$aRomanisation und Repr©Þsentation in Noricum.,"\1$aBonn $b Dr. Rudolf Habelt GmbH, 2017.",\\$axi; 465  p.,\\$aRomanisation und Repr©Þsentation in Noricum by Markus Zimmermann (2017),,,\\$aYour library,00491     2200169 i 4500
\\,\\,\\,\\$a9788876892752,\\$aMePoLT $cMePoLT $erda,\4$aDS156.I27I27 2013,,"1\$aBaldoni, Daniela.","10$aIasos e il suo territorio : atti del convegno internazionale per i cinquanta anni della Missione archeologica italiana, Istanbul, 26-28 febbraio 2011.","\1$aRoma  $b Giorgio Bretschneider editore, 2013.",\\$a263  p.,"\\$aIasos e il suo territorio : atti del convegno internazionale per i cinquanta anni della Missione archeologica italiana, Istanbul, 26-28 febbraio 2011 by Daniela Baldoni (2013)",,,\\$aYour library,00703     2200169 i 4500
\\,\\,\\,\\$a9789957854355,\\$aMePoLT $cMePoLT $erda,\4$aDS154.9.P48P48 2002,\4$a939/.48,"1\$aFr&ouml;s&eacute;n, Jaakko.",10$aThe Petra papyri.,"\1$aAmman  $b American Center of Oriental Research, c2002-<2011>",,\\$aThe Petra papyri by Jaakko Fr&ouml;s&eacute;n (2002),,,\\$aYour library,00474     2200169 i 4500
\\,\\,\\,\\$a0521545412,\\$aMePoLT $cMePoLT $erda,\4$aPA 3973 .H4,\4$a882.01,1\$aEuripides.,10$aEuripides: Helen.,,\\$a386  p.,\\$aEuripides: Helen by Euripides (2008),,,\\$aYour library,00377     2200169 i 4500
\\,\\,\\,\\$a1107697263,\\$aMePoLT $cMePoLT $erda,\4$aPA 6791 .V4 2015,\4$a873.01,1\$aValerius Flaccus.,10$aValerius Flaccus: Argonautica Book III.,"\1$aCambridge $b Cambridge University Press, 2015.",\\$a298  p.,\\$aValerius Flaccus: Argonautica Book III by Valerius Flaccus (2015),,,\\$aYour library,00502     2200181 i 4500
\\,\\,\\,\\$a0521671019,\\$aMePoLT $cMePoLT $erda,\4$aPA 6395 .M39,\4$a874.01,"1\$aHoratius Flaccus, Quintus.",10$aHorace: Odes Book I.,"\1$aCambridge $b Cambridge University Press, 2012.",\\$a258  p.,\\$aHorace: Odes Book I by Quintus Horatius Flaccus (2012),,,\\$aYour library,00477     2200181 i 4500
\\,\\,\\,\\$a1107643481,\\$aMePoLT $cMePoLT $erda,\4$aPA 6279 .C18,\4$a875.01,"1\$aCicero, Marcus Tullius.",10$aCicero: Pro Marco Caelio.,"\1$aCambridge $b Cambridge University Press, 2013.",\\$a224  p.,\\$aCicero: Pro Marco Caelio by Marcus Tullius Cicero (2013),,,\\$aYour library,00481     2200181 i 4500
\\,\\,\\,\\$a9780199575473,\\$aMePoLT $cMePoLT $erda,\4$aCN365 .G742 2017,\4$a938.04,,00$aGreek Historical Inscriptions 478-404BC.,"\1$aNew York $b Oxford University Press, 2017.",,\\$aGreek Historical Inscriptions 478-404BC (2017),,,\\$aYour library,00425     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6446 .A66 J78 2014,,1\$aJuvenal.,10$aJuvenal: Satire 6.,"\1$aCambridge $b Cambridge University Press, 2014.",,\\$aJuvenal: Satire 6 by Juvenal (2014),,,\\$aYour library,00373     2200145 i 4500
\\,\\,\\,\\$a0521278139,\\$aMePoLT $cMePoLT $erda,\4$aPA6209 .M5,\4$a873.01,1\$aApuleius.,10$aApuleius: Cupid and Psyche.,"\1$aCambridge $b Cambridge University Press, 1991.",\\$a256  p.,\\$aApuleius: Cupid and Psyche by Apuleius (1991),,,\\$aYour library,00456     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA4246 .E4 1983,\4$a882.01,1\$aMenander.,10$aMenander: Samia.,"\1$aCambridge $b Cambridge University Press, 2013",,\\$aMenander: Samia (The Woman from Samos) (Cambridge Greek and Latin Classics) by Menander,,,\\$aYour library,00440     2200157 i 4500
\\,\\,\\,\\$a0521587662,\\$aMePoLT $cMePoLT $erda,\4$aPA 6411 .Z5 H57 2011,\4$a871.01,"1\$aHoratius Flaccus, Quintus.",10$aHorace: Odes Book IV and Carmen Saeculare.,"\1$aCambridge $b Cambridge University Press, 2011.",\\$a312  p.,\\$aHorace: Odes Book IV and Carmen Saeculare by Quintus Horatius Flaccus (2011),,,\\$aYour library,00529     2200181 i 4500
\\,\\,\\,\\$a0521173604,\\$aMePoLT $cMePoLT $erda,\4$aPA4368 .Q5,\4$a808.1,1\$aPlutarch.,10$aPlutarch: How to Study Poetry (De audiendis poetis).,"\1$aCambridge $b Cambridge University Press, 2011.",\\$a234  p.,\\$aPlutarch: How to Study Poetry (De audiendis poetis),,,\\$aYour library,00486     2200181 i 4500
\\,\\,\\,\\$a9781107600904,\\$aMePoLT $cMePoLT $erda,\4$aPA 6393 .C42 2017,\4$a874.01,"1\$aHoratius Flaccus, Quintus.",10$aHorace: Odes Book II.,"\1$aCambridge $b Cambridge University Press, 2017.",\\$a278  p.,\\$aHorace: Odes Book II by Quintus Horatius Flaccus (2017),,,\\$aYour library,00487     2200181 i 4500
\\,\\,\\,\\$a0521173892,\\$aMePoLT $cMePoLT $erda,\4$aPA 6482 .A63 K46 2014,\4$a187,1\$aLucretius.,10$aLucretius: De Rerum Natura Book III.,"\1$aCambridge $b Cambridge University Press, 2014.",\\$a270  p.,\\$aLucretius: De Rerum Natura Book III by Lucretius (2014),,,\\$aYour library,00484     2200181 i 4500
\\,\\,\\,\\$a0415906458,\\$aMePoLT $cMePoLT $erda,\4$aPA35.F46 1993,\4$a880/.09,"1\$aRabinowitz, Nancy Sorkin.",10$aFeminist theory and the classics.,"\1$aNew York  $b Routledge, 1993.",\\$ax; 314  p.,\\$aFeminist theory and the classics by Nancy Sorkin Rabinowitz (1993),,,\\$aYour library,00489     2200181 i 4500
\\,\\,\\,\\$a1316606430,\\$aMePoLT $cMePoLT $erda,\4$aPA6073 .D86 2017,\4$a792.0937090,"1\$aRichlin, Amy.",10$aSlave Theater in the Roman Republic: Plautus and Popular Comedy.,"\1$aCambridge University Press (2019), Edition $b Reprint, 580 pages, $c2019.",\\$a580  p.,\\$aSlave Theater in the Roman Republic: Plautus and Popular Comedy by Amy Richlin,,,\\$aYour library,00567     2200181 i 4500
\\,\\,\\,\\$a9780190639570,\\$aMePoLT $cMePoLT $erda,\4$aHJ223.T37 2017,\4$a336.0937,"1\$aTan, James.","10$aPower and public finance at Rome, 264-49 BCE.","\1$aNew York, NY  $b Oxford University Press, 2017",\\$axxx; 214  p.,"\\$aPower and public finance at Rome, 264-49 BCE by James Tan (2017)",,,\\$aYour library,00509     2200181 i 4500
\\,\\,\\,\\$a0800637720,\\$aMePoLT $cMePoLT $erda,\4$aHT915.H32 2006,\4$a225.8/306362,"1\$aHarrill, James Albert.","10$aSlaves in the New Testament : literary, social, and moral dimensions.","\1$aMinneapolis  $b Fortress Press, c2006.",\\$axiv; 322  p.,"\\$aSlaves in the New Testament : literary, social, and moral dimensions by James Albert Harrill (2006)",,,\\$aYour library,00572     2200181 i 4500
\\,\\,\\,\\$a9781474421775,\\$aMePoLT $cMePoLT $erda,\4$aDF214.A495 2018,\4$a930,"1\$aCanevaro, Mirko.",10$aAncient Greek history and contemporary social science.,"\1$aEdinburgh  $b Edinburgh University Press, [2018]",\\$axi; 591  p.,\\$aAncient Greek history and contemporary social science by Mirko Canevaro (2018),,,\\$aYour library,00534     2200181 i 4500
\\,\\,\\,\\$a9781108428859,\\$aMePoLT $cMePoLT $erda,\4$aBL808.M69 2018,\4$a292.3/40937,"1\$aMoser, Claudia.",10$aThe altars of Republican Rome and Latium : sacrifice and the materiality of Roman religion.,"\1$aNew York  $b Cambridge University Press, 2018.",,\\$aThe altars of Republican Rome and Latium : sacrifice and the materiality of Roman religion by Claudia Moser (2018),,,\\$aYour library,00583     2200169 i 4500
\\,\\,\\,\\$a0131163752,\\$aMePoLT $cMePoLT $erda,,,1\$aPearson Prentice Hall.,10$aEcce Romani I 1 Teacher's Guide.,"\1$bPearson Prentice Hall, $c2005.",\\$a408  p.,\\$aEcce Romani I 1 Teacher's Guide by Pearson Prentice Hall (2005),,,\\$aYour library,00426     2200157 i 4500
\\,\\,\\,\\$a0195076184,\\$aMePoLT $cMePoLT $erda,\4$aCC70 .O96 1996,\4$a930.1,"1\$aFagan, Brian M.",10$aThe Oxford Companion to Archaeology (Oxford Companions).,"\1$aOxford University Press (1996), Edition $b 1, 864 pages, $c1996.",\\$a864  p.,\\$aThe Oxford Companion to Archaeology (Oxford Companions) by Brian M. Fagan (1996),,,\\$aYour library,00546     2200181 i 4500
\\,\\,\\,\\$a0871964481,\\$aMePoLT $cMePoLT $erda,\4$aDF77 .L43 1980,\4$a938,"1\$aLevi, Peter.",10$aAtlas of the Greek World (Cultural Atlas of).,"\1$aCheckmark Books (1981), Edition $b First Edition, 240 pages, $c1981.",\\$a240  p.,\\$aAtlas of the Greek World (Cultural Atlas of) by Peter Levi (1981),,,\\$aYour library,00519     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6507 .M67 2019 C.1,,"1\$aMoreno Soldevila, Rosario.",10$aA Prosopography to Martial ́s Epigrams.,"\1$aBerlin/Boston $b De Gruyter, 2019.",,\\$aA Prosopography to Martial ́s Epigrams by Rosario Moreno Soldevila (2019),,,\\$aYour library,00440     2200145 i 4500
\\,\\,\\,\\$a0801840724,\\$aMePoLT $cMePoLT $erda,\4$aHQ18.I8 S491 1990,\4$a305.3,"1\$aMuir, Edward.",10$aSex and Gender in Historical Perspective (Selections from Quaderni Storici ).,"\1$bThe Johns Hopkins University Press, $c1990.",,\\$aSex and Gender in Historical Perspective (Selections from Quaderni Storici ) by Edward Muir (1990),,,\\$aYour library,00542     2200169 i 4500
\\,\\,\\,\\$a978-2251000466,\\$aMePoLT $cMePoLT $erda,\4$aPA3892 .G6 1966,,1\$aAristotle.,10$aAristote De la ge ne ration et de la corruption.,,,\\$aAristote De la ge ne ration et de la corruption by Aristotle (1966),,,\\$aYour library,00404     2200145 i 4500
\\,\\,\\,\\$a0198143818,\\$aMePoLT $cMePoLT $erda,\4$aPA4275.E5R88 2001,\4$a884/.01,1\$aPindar.,10$aPindar&#039;s Paeans : a reading of the fragments with a survey of the genre.,"\1$aOxford ; New York  $b Oxford University Press, 2001.",\\$axvi; 546  p.,\\$aPindar&#039;s Paeans : a reading of the fragments with a survey of the genre by Pindar (2001),,,\\$aYour library,00571     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aDF234.2.G85 1966,\4$a930.40924,"1\$aGriffith, G. T.",10$aAlexander the Great: the main problems.,,,\\$aAlexander the Great: the main problems by G. T. Griffith (1966),,,\\$aYour library,00388     2200145 i 4500
\\,\\,\\,\\$a0521648300,\\$aMePoLT $cMePoLT $erda,\4$aB395 .K241 1996,\4$a184,"1\$aKahn, Charles H.",10$aPlato and the Socratic dialogue : the philosophical use of a literary form.,"\1$aCambridge  $b Cambridge University Press, 1998.",\\$aXXI; 431  p.,\\$aPlato and the Socratic dialogue : the philosophical use of a literary form by Charles H. Kahn (1998),,,\\$aYour library,00574     2200181 i 4500
\\,\\,\\,\\$a0226305775,\\$aMePoLT $cMePoLT $erda,\4$aPA 6308 .T7 G7313 2002,\4$a158/.1,"1\$aCicero, Marcus Tullius.",10$aCicero on the Emotions: Tusculan Disputations 3 and 4.,"\1$aChicago/London $b University of Chicago Press, 2002.",\\$axli; 254  p.,\\$aCicero on the Emotions: Tusculan Disputations 3 and 4 by Marcus Tullius Cicero (2002),,,\\$aYour library,00560     2200181 i 4500
\\,\\,\\,\\$a0891303898,\\$aMePoLT $cMePoLT $erda,\4$aPA 3973 .A6 K6,\4$a882/.01,"1\$aKovacs, Paul David.",10$aThe Andromache of Euripides : an interpretation.,,\\$axi; 117  p.,\\$aThe Andromache of Euripides : an interpretation by Paul David Kovacs (1980),,,\\$aYour library,00464     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPK 666 .M3 1962,\4$a491.25,"1\$aMacdonell, Arthur Anthony.",10$aA Sanskrit Grammar for Students.,"\1$aLondon $b Oxford University Press, 1927.",\\$a264  p.,\\$aA Sanskrit Grammar for Students by Arthur Anthony Macdonell (1927),,,\\$aYour library,00471     2200169 i 4500
\\,\\,\\,\\$a9155424600,\\$aMePoLT $cMePoLT $erda,\4$aBS1199.W7L48 1989,\4$a221.8/3054,"1\$aLjung, Inger.",10$aSilence or suppression : attitudes towards women in the Old Testament.,"\1$aUppsala : Stockholm, Sweden  $b [s.n.] ; Distributor, Almqvist & Wiskell International, 1989.",\\$a159  p.,\\$aSilence or suppression : attitudes towards women in the Old Testament by Inger Ljung (1989),,,\\$aYour library,00607     2200181 i 4500
\\,\\,\\,\\$a0415905184,\\$aMePoLT $cMePoLT $erda,\4$aHQ76.25.L48 1993,\4$a305.9/0664,"1\$aAbelove, Henry.",10$aThe Lesbian and gay studies reader.,"\1$aNew York  $b Routledge, 1993.",\\$axxii; 666  p.,\\$aThe Lesbian and gay studies reader by Henry Abelove (1993),,,\\$aYour library,00482     2200181 i 4500
\\,\\,\\,\\$a0674307208,\\$aMePoLT $cMePoLT $erda,\4$aPA4167.P28,\4$a883/.01,"1\$aPage, Denys.",10$aFolktales in Homer&#039;s Odyssey.,"\1$aCambridge $b Harvard University Press, 1973.",\\$a141  p.,\\$aFolktales in Homer&#039;s Odyssey by Denys Page (1973),,,\\$aYour library,00474     2200181 i 4500
\\,\\,\\,\\$a0521687225,\\$aMePoLT $cMePoLT $erda,\4$aPA 6083 .S74 2006,\4$a808.510973,"1\$aSteel, Catherine E. W.",10$aRoman Oratory.,"\1$aCambridge $b Cambridge University Press, 2006.",\\$a90  p.,\\$aRoman Oratory by Catherine E. W. Steel (2006),,,\\$aYour library,00466     2200181 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6653 .Z6 1962,,1\$aPseudo-Sallust.,"10$aLettres ©  C©♭sar, Invectives.","\1$aParis $b Les Belles Lettres, 1962.",\\$a86  p.,"\\$aLettres ©  C©♭sar, Invectives by Pseudo-Sallust (1962)",,,\\$aYour library,00417     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6648 .P6 1945 V.3,,"1\$aPrudentius Clemens, Aurelius.","10$aPrudence: Tome 3, Psychomachie, Contre Symmaque.","\1$aParis $b Les Belles Lettres, 1948.",\\$a46  p.,"\\$aPrudence: Tome 3, Psychomachie, Contre Symmaque by Aurelius Prudentius Clemens (1948)",,,\\$aYour library,00484     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 6648 .P6 1945 V.4,,"1\$aPrudentius Clemens, Aurelius.","10$aPrudence: Tome 4, Le Livre des couronnes (Peristephanon liber), Dittochaneon, Epilogue.","\1$aParis $b Les Belles Lettres, 1951.",,"\\$aPrudence: Tome 4, Le Livre des couronnes (Peristephanon liber), Dittochaneon, Epilogue by Aurelius Prudentius Clemens (1951)",,,\\$aYour library,00539     2200145 i 4500
\\,\\,\\,\\$a0801821983,\\$aMePoLT $cMePoLT $erda,\4$aPA 3133.K6,\4$a882.0109,"1\$aKnox, Bernard M.",10$aWord and action : essays on the ancient theater.,,\\$aIX; 378  p.,\\$aWord and action : essays on the ancient theater by Bernard M. Knox (1979),,,\\$aYour library,00456     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA53,,"1\$aBasil, Saint, Bishop of Caesarea.",10$aSaint Basile aux jeunes gens sur la mani`ere de tirer profit des lettres helle niques.,"\1$aParis  $b Socie te  d&#039;e dition ""Les Belles lettres"", 1952.",\\$a74  p.,"\\$aSaint Basile aux jeunes gens sur la mani`ere de tirer profit des lettres helle niques by Saint Basil, Bishop of Caesarea (1952)",,,\\$aYour library,00586     2200157 i 4500
\\,\\,\\,\\$a3423021640,\\$aMePoLT $cMePoLT $erda,\4$aB570.G5,\4$a187,"1\$aEpikur,.","10$aVon der &Uuml;berwindung der Furcht : Katechismus, Lehrbriefe, Spruchsammlung, Fragmente.",,,"\\$aVon der &Uuml;berwindung der Furcht : Katechismus, Lehrbriefe, Spruchsammlung, Fragmente by Epikur, (1985)",,,\\$aYour library,00486     2200157 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aPA 4019 .A2 A3 1931 v.1,,1\$aHomer.,10$aHomeri Ilias. Vol. 1 Prolegomena.,,\\$aVIII  p.,\\$aHomeri Ilias. Vol. 1 Prolegomena by Homer (1931),,\\$a3 vols,\\$aYour library,00387     2200157 i 4500
\\,\\,\\,\\$a0674993071,\\$aMePoLT $cMePoLT $erda,\4$aPA3612 .D48,\4$a13679842,1\$aDiodorus Siculus.,10$aDiodorus of Sicily in twelve volumes.,"\1$aLondon : Cambridge, Mass.  $b W. Heinemann ; Harvard University Press, 1933-1967,",,\\$aDiodorus of Sicily in twelve volumes by Diodorus Siculus (1933),,,\\$aYour library,00506     2200169 i 4500
\\,\\,\\,,\\$aMePoLT $cMePoLT $erda,\4$aB168,\4$a180,"1\$aHicks, R.D.",10$aDiogenes Laertius; Lives of eminent philosophers. In Two Volumes.,"\1$aCambridge  $b Heinemann, 1938.",\\$a549  p.,\\$aDiogenes Laertius; Lives of eminent philosophers. In Two Volumes by R.D. Hicks (1938),,,\\$aYour library,00484     2200169 i 4500
\\,\\,\\,\\$a0199262659,\\$aMePoLT $cMePoLT $erda,\4$aPA 6649 .B02 2006,\4$a808.5,"1\$aReinhardt, Tobias.",10$aQuintilian Institutio Oratoria: Book 2.,"\1$aOxford $b Oxford University Press, 2006.",\\$a488  p.,\\$aQuintilian Institutio Oratoria: Book 2 by Tobias Reinhardt (2006),,,\\$aYour library,00497     2200181 i 4500
\\,\\,\\,\\$a0226454444,\\$aMePoLT $cMePoLT $erda,\4$aPA6350 .K76,\4$a875.0109,"1\$aKrostenko, Brian A.","10$aCicero, Catullus, and the Language of Social Performance.","\1$aChicago/London $b University of Chicago Press, 2001.",,"\\$aCicero, Catullus, and the Language of Social Performance by Brian A. Krostenko (2001)",,,\\$aYour library,00521     2200169 i 4500
